"geoid","latitude","longitude","district","loc"
"14939a2d-7c86-42b9-b930-10783f77aa13",-12.316967010498047,-76.60306549072266,Metropolitian ,"0101000000000000A0982653C00000008049A228C0"
"48a71a76-2b23-4bf8-a3c9-336cfaa2d2a2",-18.636215209960938,-73.75108337402344,Metropolitian ,"0101000000000000C0117052C000000000DFA232C0"
c8f7c479-837c-4163-8c08-1c5b71c70002,-19.254566192626953,72.84892272949219,Metropolitian ,"0101000000000000C054365240000000402B4133C0"
"7c8c56a0-3e41-4b08-8370-5c1cded9ebe1",-26.913726806640625,-75.75282287597656,Metropolitian ,"0101000000000000402EF052C000000000EAE93AC0"
"95af8f54-8e32-42d1-bbe5-1eaef2278952",-17.428293228149414,-78.40442657470703,Metropolitian ,"010100000000000020E29953C0000000A0A46D31C0"
dbef81f9-0305-40bd-9b00-58a96049a037,-11.020910263061523,-76.9404296875,Metropolitian ,"010100000000000000303C53C0000000C0B40A26C0"
a9e6a887-b174-4907-95cd-ff321b756473,-17.450851440429688,78.37934875488281,Semi-Urban ,"01010000000000004047985340000000006B7331C0"
b99eff56-b9f3-4523-967a-aab456bacf85,-15.569600105285645,-73.74229431152344,Metropolitian ,"0101000000000000C0816F52C0000000A0A2232FC0"
"42ff7269-a40f-47c3-bc72-ca37d92a2770",-23.230791091918945,-77.43701934814453,Metropolitian ,"010100000000000020F85B53C000000020153B37C0"
"8b3ed787-fa83-4913-afd1-89add748fb7c",-19.003517150878906,72.82765197753906,Metropolitian ,"010100000000000040F834524000000080E60033C0"
"185c6ad0-206d-40ce-ab59-3c6d5e77200b",-30.89018440246582,-75.8296127319336,Urban ,"01010000000000006018F552C000000020E3E33EC0"
a72a341c-4e62-4a79-b20c-372d3668af71,-21.149568557739258,-72.77269744873047,Metropolitian ,"0101000000000000E0733152C0000000204A2635C0"
"5b515b97-5cb8-46b6-bbf8-8d4416e0c747",-22.760072708129883,75.89257049560547,Metropolitian ,"0101000000000000E01FF952400000002094C236C0"
"80ceb711-b385-4252-b8d6-27a02cb8bfb6",-22.65184783935547,75.88198852539062,Metropolitian ,"01010000000000008072F8524000000080DFA636C0"
"7d8f75cd-fc47-47b0-b555-1093495e6c29",30.5122013092041,78.21714782714844,NaN,"0101000000000000C0E58D5340000000A01F833E40"
"3256aed7-173f-4a44-a99d-dce0f142671d",23.24445915222168,77.46497344970703,NaN,"010100000000000020C25D5340000000E0943E3740"
d56d9e01-d9e7-45c4-b4c6-76053fe65bd6,19.896106719970703,75.36077880859375,NaN,"01010000000000000017D752400000004067E53340"
"4a35e87b-fe2c-4d24-b55c-18b3fb4ed5b6",21.223434448242188,72.8544921875,NaN,"010100000000000000B03652400000000033393540"
"74690609-18fc-4d73-98cf-a92d145c1f43",19.945337295532227,75.38671875,NaN,"010100000000000000C0D85240000000A001F23340"
"8274c0ae-1cda-4425-a275-65b1412ac991",26.986431121826172,75.80664825439453,NaN,"010100000000000020A0F35240000000C086FC3A40"
"01db1977-a502-449e-8d67-f698de4fddb5",15.624828338623047,73.81687927246094,NaN,"0101000000000000C04774524000000080E93F2F40"
"14e9e910-099e-45a8-a7a3-349bdb4cdaa1",31.023244857788086,75.95182037353516,NaN,"0101000000000000A0EAFC524000000060F3053F40"
"48aff268-30ca-441b-b9f2-08d844875fa4",22.60718536376953,88.41068267822266,NaN,"0101000000000000A0481A564000000080709B3640"
"25821595-31d8-4552-91e1-92f83f33fe6d",10.063063621520996,76.36759185791016,NaN,"0101000000000000A086175340000000E049202440"
a4b31ed0-f62d-4fcd-a097-3d3333395729,9.970846176147461,76.3039321899414,NaN,"0101000000000000A073135340000000C012F12340"
"8e960085-d586-4cfa-9dcb-f8e29fe28621",27.19510841369629,78.04505157470703,NaN,"010100000000000020E2825340000000A0F2313B40"
"65060ce4-4e02-41af-a884-7cbc23fed9f4",20.004732131958008,75.48394012451172,NaN,"0101000000000000E0F8DE52400000002036013440"
"0ce0db52-25bc-4e29-82c4-d699934d8af6",15.603150367736816,73.87345886230469,NaN,"0101000000000000C0E677524000000020D0342F40"
c12f2654-9c38-4ecd-a21f-e1e9ed9e9219,30.38128089904785,78.08802032470703,NaN,"010100000000000020A2855340000000A09B613E40"
"8c86550f-d77b-4c44-abb6-14edc75a3f04",19.984102249145508,75.4784164428711,NaN,"0101000000000000609EDE524000000020EEFB3340"
"45de85e4-2b25-44cf-93a0-6c4dd1fe5b0f",22.62782096862793,88.4505844116211,NaN,"010100000000000060D61C5640000000E0B8A03640"
acda0609-d2e8-43a3-9288-6c04c458152d,27.171661376953125,78.02154541015625,NaN,"0101000000000000006181534000000000F22B3B40"
b2731740-b777-4b2f-9d0b-4d74eddfa2ca,25.540376663208008,81.92423248291016,NaN,"0101000000000000A0267B544000000020568A3940"
"7af0d487-339f-4e7c-9892-d862b435d9af",13.023283958435059,77.70542907714844,Metropolitian ,"0101000000000000C0256D5340000000E0EB0B2A40"
a2e87ea6-2868-49ac-b1e7-45c6733c5747,30.502685546875,78.20889282226562,Metropolitian ,"0101000000000000805E8D534000000000B0803E40"
"770e42de-a145-4d03-9da5-19c387953844",27.04026222229004,75.91300964355469,Metropolitian ,"0101000000000000C06EFA5240000000A04E0A3B40"
"07609650-9e39-4dd4-bb46-25f1265b7fd3",13.131877899169922,80.29851531982422,Urban ,"0101000000000000E01A1354400000008085432A40"
e60d0c5e-a489-4f0e-bc78-c05e205be840,22.557893753051758,88.39862823486328,Metropolitian ,"0101000000000000208319564000000020D28E3640"
df261bbf-81ad-4eae-bbaf-9941c93b8df0,11.152169227600098,77.12959289550781,Metropolitian ,"0101000000000000404B48534000000020E94D2640"
"24a9315c-7fd8-47a0-8076-c3b31aceec2d",26.982940673828125,75.87300872802734,Metropolitian ,"010100000000000060DFF7524000000000A2FB3A40"
b4f94817-f7a5-400a-8195-67e36c7b1e49,25.480377197265625,81.8642349243164,Metropolitian ,"0101000000000000A04F77544000000000FA7A3940"
a5d8ec7c-2894-430d-a799-01ca16ba5b8a,21.19643783569336,72.80411529541016,Metropolitian ,"0101000000000000A076335240000000C049323540"
b2ba336f-1cea-4436-987f-49e7e5a867c4,22.707820892333984,88.53057861328125,Metropolitian ,"010100000000000000F5215640000000C033B53640"
"735f623d-8514-469c-b128-a8d13ed4cecc",18.589155197143555,73.79472351074219,Metropolitian ,"0101000000000000C0DC725240000000E0D2963240"
e3f30bb9-ffe9-4fd9-80cf-108119a55890,22.82222557067871,75.96476745605469,Metropolitian ,"0101000000000000C0BEFD5240000000607DD23640"
"09b7c7e6-8829-46e7-924d-56932c0ed16f",22.890071868896484,76.02257537841797,Metropolitian ,"0101000000000000E071015340000000C0DBE33640"
"3f07d30a-5001-459a-b4ad-aba6fa332ecd",12.994364738464355,77.67615509033203,Urban ,"010100000000000020466B5340000000601DFD2940"
"883cdd85-f266-41d8-bc8b-b2ef2333c38f",30.39268684387207,78.09889221191406,Metropolitian ,"010100000000000040548653400000002087643E40"
"272430b0-47b7-4d35-b8a6-64dd647bffce",18.576717376708984,73.87033081054688,Semi-Urban ,"010100000000000080B3775240000000C0A3933240"
cc390d57-7eda-47c8-a97e-00cbb7360233,11.0850830078125,77.07539367675781,Metropolitian ,"010100000000000040D344534000000000902B2640"
"4d558f6e-4b1f-446c-bdee-7b293b2d74fd",18.957584381103516,72.86258697509766,Metropolitian ,"0101000000000000A0343752400000004024F53240"
"17c3db66-f485-4959-aa4d-9526b51da596",15.556593894958496,73.77043151855469,Metropolitian ,"0101000000000000C04E715240000000E0F91C2F40"
c5dd111d-d142-4437-b964-f40837ce80fc,12.387928009033203,76.66789245605469,Metropolitian ,"0101000000000000C0BE2A5340000000809EC62840"
"8a6f05ba-82d5-4c26-aa2e-03079feb70dd",22.83464813232422,75.984375,Metropolitian ,"01010000000000000000FF524000000080ABD53640"
f5cf0e91-52ee-41c6-ace2-ff9f7c19fdb5,21.236608505249023,72.8441390991211,Metropolitian ,"0101000000000000600636524000000060923C3540"
"3b2c95f8-29ff-472f-a259-ba6137e14e68",13.080324172973633,77.75574493408203,Metropolitian ,"0101000000000000205E7053400000004020292A40"
"638342dd-2cf1-4d15-ad40-84b6ce225cd2",12.992793083190918,80.26998138427734,Urban ,"01010000000000006047115440000000604FFC2940"
fbe288b4-d39f-4c59-accd-c49b483e2730,15.247943878173828,74.04088592529297,Metropolitian ,"0101000000000000E09D82524000000080F27E2E40"
"0624caba-671a-49df-b2a3-0307cc741040",25.51235008239746,81.90188598632812,Metropolitian ,"010100000000000080B87954400000006029833940"
"56b7cd92-e3ac-4994-b1a7-3a03d22c5852",12.374747276306152,76.71585845947266,Metropolitian ,"0101000000000000A0D02D5340000000E0DEBF2840"
"63159bde-7f38-4d94-b04d-3aedfca90832",13.077017784118652,80.30479431152344,Metropolitian ,"0101000000000000C081135440000000E06E272A40"
a39565eb-fa4c-4294-b9a6-a9833a45e3f7,13.074180603027344,80.24644470214844,Metropolitian ,"0101000000000000C0C50F544000000000FB252A40"
d31eb410-327a-48b1-98fb-857dd5d20b1d,26.942907333374023,75.83293151855469,Metropolitian ,"0101000000000000C04EF552400000006062F13A40"
"68180c15-6a9e-4740-957e-da261714aee3",27.241849899291992,78.12016296386719,Metropolitian ,"0101000000000000C0B0875340000000E0E93D3B40"
d4778b75-374c-4def-a3fb-e72f001f3ea5,30.917219161987305,75.83489227294922,Metropolitian ,"0101000000000000E06EF55240000000E0CEEA3E40"
"030abe99-e3af-4ef0-a3a4-2073670c57a7",11.126297950744629,77.08207702636719,Metropolitian ,"0101000000000000C04045534000000020AA402640"
"1958f377-04b9-458e-be53-bf3259d7312a",18.644079208374023,74.0085220336914,Semi-Urban ,"0101000000000000A08B80524000000060E2A43240"
"534f1beb-044f-423a-bc0c-9ef49deb167e",30.438173294067383,78.15911865234375,Urban ,"0101000000000000002F8A5340000000202C703E40"
"13fad5d2-79b9-4d6a-8270-cff8e8d5e424",11.118638038635254,77.09431457519531,Metropolitian ,"0101000000000000400946534000000020BE3C2640"
"95cc9ffe-23f0-4db7-bd99-cedc4447e4e3",13.069644927978516,80.26226806640625,Metropolitian ,"010100000000000000C910544000000080A8232A40"
"559d382f-215f-41b4-b0be-4c0b4c925078",11.030909538269043,76.95043182373047,Metropolitian ,"0101000000000000E0D33C534000000060D30F2640"
"86d2d32d-44ac-4a64-9adb-b5f9f281e8a0",22.5687313079834,88.3948745727539,Metropolitian ,"0101000000000000A0451956400000006098913640"
"9b4b6e4a-2535-469a-8976-3e1f72d8b4ce",23.30253791809082,77.49984741210938,Metropolitian ,"010100000000000080FD5F534000000020734D3740"
"06024e62-e988-47d7-afe0-a17392257802",21.229568481445312,72.85269927978516,Metropolitian ,"0101000000000000A09236524000000000C53A3540"
"280cf309-a219-4001-a394-4729d7bb14be",13.099198341369629,77.64099884033203,Metropolitian ,"0101000000000000200669534000000020CA322A40"
"50d12d08-001a-45ce-a939-96cacf950ab4",12.345460891723633,76.65227508544922,Metropolitian ,"0101000000000000E0BE29534000000040E0B02840"
"49c167b0-6bfd-4ff8-a35b-e6f8b688af04",17.541976928710938,78.47588348388672,Urban ,"0101000000000000E0749E534000000000BF8A3140"
d608e1e6-e304-4d55-88ae-3002549248ab,27.248821258544922,78.13536071777344,Metropolitian ,"0101000000000000C0A9885340000000C0B23F3B40"
ecf28762-b829-42dd-9c06-96f88112643e,13.091877937316895,80.2585220336914,Metropolitian ,"0101000000000000A08B105440000000A00A2F2A40"
"0ceada37-bab5-4256-9cef-2e6725c7495d",12.934179306030273,77.61579895019531,Metropolitian ,"01010000000000004069675340000000C04CDE2940"
"149a135c-571d-42f7-abe5-74f6918c4cd2",18.514209747314453,73.83843231201172,Urban ,"0101000000000000E0A875524000000040A3833240"
"309f688e-d3d3-455e-87fb-8a7fcf45db87",11.022477149963379,76.99566650390625,Metropolitian ,"010100000000000000B93F534000000020820B2640"
"4b875a3f-d972-4c64-8832-fed4bfc09140",21.160436630249023,72.77420806884766,Urban ,"0101000000000000A08C3152400000006012293540"
"8ab416c6-8235-4d63-834d-858258eec8f8",15.513150215148926,73.78346252441406,Urban ,"01010000000000004024725240000000A0BB062F40"
"79730ac5-9506-4d30-adbd-baa023c75109",15.561294555664062,73.74948120117188,Urban ,"010100000000000080F76F524000000000621F2F40"
"680bb899-6a34-401e-a5f6-3f86ee4181ba",0.0,0.0,Urban ,"010100000000000000000000000000000000000000"
bc541023-bd38-4b2d-aa63-e4ce7e9389b7,18.55143928527832,73.80485534667969,Metropolitian ,"0101000000000000C082735240000000202B8D3240"
"5ead8352-a1d9-4fc2-b19e-63c124de69e8",18.593481063842773,73.78590393066406,Urban ,"0101000000000000404C72524000000060EE973240"
"37db0c09-7887-4303-bc0e-ed4b1b951557",21.173343658447266,72.79273223876953,Metropolitian ,"010100000000000020BC32524000000040602C3540"
"3f025404-5025-4212-bcfa-cbeed510a4a9",17.451976776123047,78.38587951660156,Urban ,"010100000000000040B2985340000000C0B4733140"
f25a15ec-daaa-451b-a30f-904ec76510d2,12.972532272338867,77.6081771850586,Metropolitian ,"010100000000000060EC665340000000C0EFF12940"
"6d0a3234-bdd6-4394-a64a-afa0c2ac2945",13.064181327819824,80.23644256591797,Metropolitian ,"0101000000000000E0210F544000000060DC202A40"
"44cc1faa-f3e7-4b9f-bd51-73bd65b173b3",21.149568557739258,72.77269744873047,Metropolitian ,"0101000000000000E073315240000000204A263540"
fe0e9e74-a02b-4a64-a5e6-d17dd16e540e,19.09145736694336,72.82780456542969,Metropolitian ,"0101000000000000C0FA345240000000C069173340"
aacdfbe9-6518-4416-b67d-8d82ab1b4b57,22.53912925720215,88.36550903320312,Urban ,"0101000000000000806417564000000060048A3640"
"9194502d-d230-47a2-8355-78267bc322e8",12.97032356262207,77.64574432373047,Metropolitian ,"0101000000000000E05369534000000040CEF02940"
e37b6193-1f4d-4983-9b1f-5ea280cb76dc,21.175975799560547,72.79550170898438,Metropolitian ,"010100000000000080E9325240000000C00C2D3540"
fc1110cd-a7dc-4525-81df-6d96be10ed6b,23.3697452545166,85.3398208618164,Metropolitian ,"0101000000000000A0BF555540000000A0A75E3740"
ea9a0258-b93d-4fd5-86bc-d4f184760a0d,12.914263725280762,77.67839813232422,Metropolitian ,"0101000000000000E06A6B5340000000601AD42940"
"24d9138e-917b-4644-89de-4c9f5047c257",11.003681182861328,76.97552490234375,Metropolitian ,"0101000000000000006F3E534000000080E2012640"
c6424346-5eaa-44de-b963-24f39e3da795,10.9618501663208,76.97108459472656,Urban ,"010100000000000040263E5340000000A077EC2540"
"45c727c7-1bfb-4234-a652-65ead47540bf",27.16510772705078,78.01505279541016,Metropolitian ,"0101000000000000A0F680534000000080442A3B40"
"99a76c1f-26bd-4638-ae49-72578cb2da28",26.913986206054688,75.75289154052734,Urban ,"0101000000000000602FF0524000000000FBE93A40"
a88dc7a9-a8dc-44ad-983f-214318a0ff55,12.308500289916992,76.66580963134766,Metropolitian ,"0101000000000000A09C2A5340000000C0F39D2840"
"24ba0c3d-f75d-4581-94d3-894fb42a5cd1",21.183433532714844,72.81449127197266,Metropolitian ,"0101000000000000A02034524000000080F52E3540"
"857e8849-2a01-4fb7-aa22-f0781e12e1f7",19.254566192626953,72.84892272949219,Urban ,"0101000000000000C054365240000000402B413340"
"72b24e10-ff92-43f6-9ae4-5874f96f1530",25.44965934753418,81.8397445678711,Metropolitian ,"010100000000000060BE755440000000E01C733940"
a342b1ec-fd78-4f8f-878d-895434508b71,30.372201919555664,78.0771484375,Metropolitian ,"010100000000000000F0845340000000A0485F3E40"
f03b49f5-6b33-4935-8804-4e1e399fcacc,12.972792625427246,80.24998474121094,Metropolitian ,"0101000000000000C0FF0F5440000000E011F22940"
"9a64c8f8-f991-4bc6-a30d-965aaace724b",21.15773582458496,72.7687759399414,Urban ,"0101000000000000A0333152400000006061283540"
a5593eff-3f66-48e4-9fb0-8261c7fb8cf9,21.186437606811523,72.79411315917969,Metropolitian ,"0101000000000000C0D232524000000060BA2F3540"
c3b1ae8b-f3a5-4dcd-9a2d-50c0d8c52199,17.431476593017578,78.40035247802734,Metropolitian ,"0101000000000000609F99534000000040756E3140"
dc0ab052-ffcc-4af8-88d5-6bc2a81db35d,12.933298110961914,77.61429595947266,Metropolitian ,"0101000000000000A05067534000000040D9DD2940"
"6d177a6a-ef48-4155-afa0-662e8e0bf6ab",22.311357498168945,73.164794921875,Metropolitian ,"0101000000000000008C4A524000000020B54F3640"
"8dad578c-3104-4018-9e35-5c6c332a5bbe",12.934365272521973,77.61615753173828,Metropolitian ,"0101000000000000206F6753400000002065DE2940"
"6be56053-4279-4f32-96ad-8cd9e1cdb3a5",13.086438179016113,80.22067260742188,Metropolitian ,"0101000000000000801F0E5440000000A0412C2A40"
"09768ba7-cfb1-4d9b-ac3e-5daf5166792d",26.913482666015625,75.80313873291016,Metropolitian ,"0101000000000000A066F3524000000000DAE93A40"
ec2f0fea-b6bd-43b9-b45c-049cb8246638,17.411027908325195,78.32964324951172,Metropolitian ,"0101000000000000E0189553400000002039693140"
"6c85d9da-479e-4b62-acb7-e2baf85955ec",18.516216278076172,73.842529296875,Metropolitian ,"010100000000000000EC755240000000C026843240"
f9e35402-e85e-468b-8011-bdf0313aa729,15.569600105285645,73.74229431152344,Urban ,"0101000000000000C0816F5240000000A0A2232F40"
"08af1b9c-5fd5-412a-961e-86c258762351",19.876428604125977,75.36479187011719,Urban ,"0101000000000000C058D75240000000A05DE03340"
"1b963c08-ae89-43a1-9e6b-72a55a49874a",12.939496040344238,77.6259994506836,Metropolitian ,"01010000000000006010685340000000A005E12940"
"1b78a6f2-ee6e-41c2-bf35-79e161a7433f",17.433809280395508,78.3867416381836,Metropolitian ,"010100000000000060C0985340000000200E6F3140"
"8bc7747c-5166-4633-b199-5ea180e6899e",23.3748779296875,85.33573913574219,Metropolitian ,"0101000000000000C07C55554000000000F85F3740"
eb88f38a-0bf5-47d4-b607-dfd1c6b4d7f8,-27.16330337524414,78.05704498291016,Metropolitian ,"0101000000000000A0A683534000000040CE293BC0"
f5c9c2a3-9ff2-4d4c-8bea-e8f86a0f0d72,22.74806022644043,75.89340209960938,Urban ,"0101000000000000802DF95240000000E080BF3640"
b8927b29-d27d-47fa-a0f7-6cd52ce73a89,26.891191482543945,75.80208587646484,Metropolitian ,"01010000000000006055F352400000002025E43A40"
"2152a69f-7010-40c5-a115-96ddbf5ecc14",12.316967010498047,76.60306549072266,Metropolitian ,"0101000000000000A0982653400000008049A22840"
f14912c9-f739-41ae-88a0-1db2cf045d8f,18.927583694458008,72.83258819580078,Metropolitian ,"010100000000000020493552400000002076ED3240"
def0a2e7-9d91-423f-889d-a59de2c87306,11.022297859191895,76.99835205078125,Metropolitian ,"010100000000000000E53F5340000000A06A0B2640"
"6d173793-49b4-46d6-a030-fe50c1a8a860",12.325461387634277,76.63227844238281,Metropolitian ,"01010000000000004077285340000000E0A2A62840"
"41140a4f-fe4d-498d-b92b-c98e44f41979",18.530963897705078,73.82897186279297,Metropolitian ,"0101000000000000E00D75524000000040ED873240"
"0ef77823-f668-4e6f-8f8a-0c0ee3a610f9",17.45899772644043,78.5003662109375,Urban ,"01010000000000000006A05340000000E080753140"
a5fa33fb-7cd1-4a8c-8223-0cb7b11d85aa,19.181299209594727,72.83618927001953,Metropolitian ,"01010000000000002084355240000000A0692E3340"
c948610e-d4ae-48bd-b2ea-ca26c5de3d96,22.727020263671875,75.88417053222656,Urban ,"01010000000000004096F85240000000001EBA3640"
"50ab1cdc-885d-4656-a127-18dde079df73",12.979166030883789,77.64070892333984,Metropolitian ,"010100000000000060016953400000004055F52940"
"14f74db1-6747-46e5-9620-183ad7e46ec1",18.994237899780273,72.82555389404297,Urban ,"0101000000000000E0D53452400000006086FE3240"
"0bd691e6-6af3-4d0b-89ef-9f5bb1dd2c6d",12.284747123718262,76.62586212158203,Metropolitian ,"0101000000000000200E28534000000060CA912840"
"6e6ef763-5c9d-4eef-8e78-32804c072e4e",11.000761985778809,76.98187255859375,Metropolitian ,"010100000000000000D73E5340000000E063002640"
a3dfa9cc-563a-4be6-85f6-e0b5e07ef697,26.479108810424805,80.3150405883789,Metropolitian ,"0101000000000000A029145440000000E0A67A3A40"
"0f33e329-4932-432a-b30a-51f6bac246a8",21.17510414123535,72.8043441772461,Metropolitian ,"0101000000000000607A335240000000A0D32C3540"
"34a3c794-db2f-4a50-9399-2269b621e0db",12.975377082824707,77.69666290283203,Metropolitian ,"010100000000000020966C5340000000A064F32940"
"044e31a7-b31b-4116-b884-dea353e680e7",23.359193801879883,85.32544708251953,Metropolitian ,"010100000000000020D454554000000020F45B3740"
"3f09a073-fc36-4f50-95b7-ae9f0a9debb7",23.359407424926758,85.32505798339844,Urban ,"0101000000000000C0CD54554000000020025C3740"
"21105aaf-3f82-478b-a3fc-8d0aa3bec016",23.416791915893555,85.31684112548828,Metropolitian ,"01010000000000002047545540000000E0B26A3740"
a8527be7-48a6-47c1-a376-16d53ee99654,26.892311096191406,75.80689239501953,Metropolitian ,"010100000000000020A4F35240000000806EE43A40"
"9857e13d-6559-41f3-8465-64215d753948",22.761592864990234,75.88636016845703,Metropolitian ,"010100000000000020BAF85240000000C0F7C23640"
"40a5192b-9096-4db7-bbb8-2ae5de4e4e7c",11.026117324829102,76.94464874267578,Metropolitian ,"010100000000000020753C5340000000405F0D2640"
bca02bd8-63e7-4b41-9d29-ce507716963d,26.483041763305664,80.31783294677734,Metropolitian ,"01010000000000006057145440000000A0A87B3A40"
d17a850f-8320-47f8-aa05-c3681dde2472,23.359033584594727,85.32534790039062,Metropolitian ,"010100000000000080D2545540000000A0E95B3740"
a2b07570-7b70-4461-a23b-2496df782554,22.569358825683594,88.4334487915039,Metropolitian ,"0101000000000000A0BD1B564000000080C1913640"
"0e54a87b-47a0-4b04-97bb-9b393b9ec866",19.121999740600586,72.90849304199219,Metropolitian ,"0101000000000000C0243A5240000000603B1F3340"
