"person_id","age","rating","vehicle_condition","type_of_vehicle"
PUNERES12DEL01 ,34,4.9,2,scooter 
INDORES07DEL03 ,33,3.9,2,electric_scooter 
MYSRES02DEL02 ,34,4.7,0,motorcycle 
SURRES05DEL01 ,26,4.6,1,scooter 
BANGRES13DEL02 ,31,4.0,0,motorcycle 
SURRES010DEL01 ,39,4.8,0,motorcycle 
ALHRES09DEL01 ,27,4.8,1,motorcycle 
HYDRES18DEL02 ,32,5.0,2,scooter 
KOLRES03DEL02 ,32,4.5,0,motorcycle 
RANCHIRES16DEL01 ,39,4.1,0,motorcycle 
BANGRES16DEL03 ,37,4.1,0,motorcycle 
PUNERES06DEL01 ,34,3.8,1,scooter 
CHENRES15DEL01 ,32,4.9,1,motorcycle 
JAPRES010DEL03 ,22,4.7,1,motorcycle 
MYSRES15DEL02 ,27,4.0,0,motorcycle 
COIMBRES19DEL01 ,29,4.9,1,scooter 
COIMBRES09DEL03 ,38,4.8,0,motorcycle 
SURRES19DEL02 ,35,4.8,2,motorcycle 
BANGRES20DEL03 ,31,4.9,0,motorcycle 
CHENRES16DEL03 ,30,4.3,1,scooter 
RANCHIRES12DEL03 ,24,4.9,1,motorcycle 
HYDRES11DEL03 ,33,4.8,2,motorcycle 
DEHRES19DEL01 ,29,4.6,0,motorcycle 
RANCHIRES18DEL03 ,26,4.9,0,motorcycle 
VADRES07DEL01 ,39,4.8,2,scooter 
JAPRES07DEL03 ,26,4.7,2,motorcycle 
INDORES07DEL01 ,35,4.7,2,motorcycle 
AURGRES03DEL01 ,26,4.6,1,motorcycle 
CHENRES17DEL01 ,32,5.0,1,scooter 
JAPRES20DEL03 ,37,4.9,0,motorcycle 
KOCRES14DEL02 ,26,4.9,2,scooter 
COIMBRES09DEL02 ,31,4.8,1,scooter 
CHENRES08DEL03 ,37,4.6,1,motorcycle 
INDORES010DEL03 ,37,4.8,0,motorcycle 
SURRES04DEL03 ,21,4.4,0,motorcycle 
BANGRES16DEL01 ,22,4.0,0,motorcycle 
CHENRES14DEL01 ,38,4.5,1,motorcycle 
CHENRES03DEL01 ,28,4.0,0,motorcycle 
VADRES09DEL02 ,29,4.7,1,scooter 
SURRES12DEL02 ,24,4.8,2,scooter 
PUNERES11DEL03 ,26,4.9,0,motorcycle 
BANGRES15DEL01 ,32,4.0,0,motorcycle 
GOARES17DEL01 ,34,4.6,2,electric_scooter 
JAPRES19DEL02 ,27,4.5,1,motorcycle 
KOLRES18DEL01 ,29,5.0,1,motorcycle 
SURRES07DEL02 ,24,4.9,2,motorcycle 
INDORES12DEL01 ,21,4.9,1,motorcycle 
LUDHRES16DEL01 ,33,4.4,0,motorcycle 
RANCHIRES06DEL03 ,35,4.7,1,motorcycle 
MUMRES16DEL01 ,29,4.8,1,motorcycle 
BANGRES08DEL01 ,29,4.6,0,motorcycle 
AGRRES01DEL02 ,24,4.4,2,scooter 
CHENRES010DEL01 ,27,4.6,2,scooter 
COIMBRES20DEL02 ,33,4.1,0,motorcycle 
COIMBRES14DEL03 ,21,4.7,1,scooter 
CHENRES010DEL02 ,34,4.8,2,scooter 
MUMRES07DEL02 ,20,4.7,1,scooter 
ALHRES11DEL01 ,20,4.8,0,motorcycle 
DEHRES07DEL02 ,37,4.7,2,scooter 
INDORES08DEL03 ,39,4.6,1,motorcycle 
HYDRES01DEL01 ,26,5.0,0,motorcycle 
ALHRES11DEL02 ,32,4.9,0,motorcycle 
PUNERES13DEL03 ,21,4.7,2,scooter 
BANGRES20DEL02 ,35,4.8,2,scooter 
KOCRES20DEL01 ,27,4.9,0,motorcycle 
HYDRES04DEL02 ,33,4.8,0,motorcycle 
LUDHRES07DEL02 ,20,4.6,2,motorcycle 
PUNERES010DEL01 ,31,4.2,1,scooter 
VADRES010DEL02 ,37,4.9,1,scooter 
BANGRES14DEL02 ,34,4.4,2,scooter 
COIMBRES05DEL03 ,25,4.7,1,motorcycle 
AURGRES07DEL02 ,37,4.7,0,motorcycle 
KOCRES11DEL01 ,23,4.7,1,scooter 
MYSRES17DEL01 ,27,5.0,0,motorcycle 
HYDRES13DEL02 ,36,4.7,2,electric_scooter 
JAPRES14DEL03 ,30,4.3,0,motorcycle 
AURGRES20DEL01 ,20,4.9,1,motorcycle 
VADRES07DEL02 ,36,4.0,0,motorcycle 
CHENRES08DEL02 ,20,4.7,2,scooter 
AURGRES05DEL02 ,38,5.0,1,scooter 
JAPRES17DEL02 ,34,3.5,2,motorcycle 
RANCHIRES04DEL03 ,33,4.6,0,motorcycle 
KOLRES14DEL02 ,21,4.6,1,scooter 
VADRES14DEL01 ,23,4.9,0,motorcycle 
LUDHRES06DEL02 ,34,4.9,1,motorcycle 
HYDRES010DEL01 ,25,4.7,2,scooter 
ALHRES08DEL03 ,28,4.9,2,electric_scooter 
PUNERES07DEL01 ,34,3.7,1,scooter 
JAPRES20DEL01 ,24,4.5,1,scooter 
CHENRES14DEL03 ,31,5.0,1,motorcycle 
MUMRES14DEL03 ,38,4.6,1,scooter 
DEHRES04DEL03 ,32,4.8,1,motorcycle 
AURGRES03DEL03 ,28,5.0,0,motorcycle 
VADRES16DEL01 ,39,4.8,1,scooter 
INDORES02DEL03 ,33,4.8,2,electric_scooter 
ALHRES17DEL03 ,37,4.9,1,scooter 
AURGRES03DEL02 ,36,5.0,0,motorcycle 
SURRES04DEL01 ,30,4.2,1,motorcycle 
VADRES18DEL02 ,22,4.8,0,motorcycle 
BANGRES20DEL01 ,31,4.4,0,motorcycle 
SURRES19DEL03 ,36,4.6,2,scooter 
HYDRES07DEL01 ,32,4.7,0,motorcycle 
RANCHIRES14DEL01 ,23,4.2,0,motorcycle 
INDORES15DEL02 ,26,4.7,2,scooter 
COIMBRES12DEL03 ,23,4.6,2,scooter 
SURRES03DEL02 ,22,4.9,1,motorcycle 
CHENRES02DEL02 ,32,4.1,1,scooter 
JAPRES13DEL01 ,25,4.7,1,motorcycle 
AGRRES07DEL02 ,31,4.3,0,motorcycle 
MYSRES11DEL02 ,36,4.3,1,scooter 
PUNERES04DEL03 ,20,4.9,0,motorcycle 
AGRRES02DEL03 ,38,4.1,2,scooter 
VADRES06DEL03 ,37,4.7,0,motorcycle 
JAPRES05DEL01 ,28,5.0,2,scooter 
HYDRES03DEL02 ,31,4.0,1,scooter 
HYDRES15DEL02 ,30,4.9,0,motorcycle 
KOLRES03DEL03 ,27,4.9,2,motorcycle 
PUNERES11DEL02 ,30,4.9,2,motorcycle 
INDORES01DEL02 ,34,4.9,0,motorcycle 
COIMBRES17DEL02 ,37,4.8,2,scooter 
JAPRES08DEL03 ,34,4.9,0,motorcycle 
HYDRES16DEL03 ,23,4.1,2,electric_scooter 
VADRES12DEL02 ,20,4.9,1,motorcycle 
PUNERES01DEL03 ,26,4.1,0,motorcycle 
RANCHIRES14DEL02 ,34,4.5,0,motorcycle 
PUNERES18DEL03 ,21,4.7,2,scooter 
COIMBRES010DEL01 ,35,4.6,0,motorcycle 
JAPRES02DEL01 ,20,4.7,2,electric_scooter 
MUMRES20DEL02 ,24,4.1,2,electric_scooter 
DEHRES08DEL03 ,36,4.8,0,motorcycle 
JAPRES20DEL02 ,31,4.7,2,electric_scooter 
MYSRES19DEL03 ,20,4.8,1,scooter 
BHPRES03DEL02 ,25,4.6,1,scooter 
RANCHIRES11DEL02 ,36,4.9,1,motorcycle 
COIMBRES15DEL01 ,38,4.8,1,motorcycle 
BANGRES09DEL01 ,34,4.3,0,motorcycle 
MYSRES01DEL02 ,32,3.6,2,scooter 
MYSRES19DEL02 ,22,4.6,2,motorcycle 
RANCHIRES16DEL02 ,39,4.8,0,motorcycle 
SURRES18DEL01 ,34,4.9,1,motorcycle 
BANGRES02DEL02 ,21,4.7,1,motorcycle 
INDORES04DEL02 ,30,4.6,2,electric_scooter 
PUNERES15DEL01 ,25,4.5,0,motorcycle 
MYSRES14DEL03 ,31,4.0,0,motorcycle 
VADRES14DEL02 ,31,4.7,2,electric_scooter 
HYDRES13DEL01 ,27,4.6,2,motorcycle 
BANGRES03DEL02 ,23,4.8,1,motorcycle 
ALHRES11DEL03 ,34,4.8,1,scooter 
PUNERES14DEL01 ,22,3.5,2,motorcycle 
BHPRES15DEL03 ,38,4.8,1,scooter 
ALHRES19DEL03 ,26,5.0,1,scooter 
COIMBRES19DEL03 ,26,4.6,0,motorcycle 
JAPRES03DEL03 ,25,4.3,2,scooter 
BANGRES04DEL01 ,25,5.0,1,scooter 
ALHRES09DEL02 ,30,4.7,2,motorcycle 
CHENRES09DEL02 ,33,4.2,2,scooter 
COIMBRES02DEL02 ,39,4.9,1,motorcycle 
MYSRES05DEL03 ,34,4.5,2,motorcycle 
BANGRES06DEL02 ,24,4.2,2,scooter 
INDORES16DEL02 ,28,4.9,0,motorcycle 
AURGRES11DEL01 ,39,4.9,0,motorcycle 
RANCHIRES20DEL02 ,21,5.0,1,scooter 
AURGRES09DEL03 ,35,4.8,2,scooter 
KOLRES11DEL02 ,25,4.5,0,motorcycle 
MYSRES20DEL01 ,28,4.7,1,scooter 
RANCHIRES010DEL01 ,31,4.8,1,motorcycle 
JAPRES06DEL01 ,28,4.5,2,scooter 
LUDHRES18DEL03 ,20,3.9,0,motorcycle 
GOARES19DEL01 ,34,4.6,2,scooter 
KOLRES20DEL02 ,20,4.7,0,motorcycle 
INDORES08DEL01 ,32,4.0,0,motorcycle 
BHPRES03DEL03 ,25,4.7,1,scooter 
VADRES19DEL03 ,29,5.0,0,motorcycle 
JAPRES09DEL03 ,23,4.7,0,motorcycle 
INDORES06DEL03 ,33,5.0,1,scooter 
MUMRES09DEL03 ,25,4.8,0,motorcycle 
DEHRES08DEL01 ,22,4.6,0,motorcycle 
SURRES15DEL01 ,35,4.7,2,electric_scooter 
CHENRES05DEL03 ,20,4.8,2,scooter 
VADRES11DEL03 ,20,3.5,0,motorcycle 
VADRES08DEL03 ,24,4.4,0,motorcycle 
INDORES20DEL02 ,22,5.0,2,scooter 
VADRES15DEL01 ,32,4.3,0,motorcycle 
RANCHIRES15DEL03 ,34,4.6,0,motorcycle 
LUDHRES04DEL03 ,39,4.6,1,scooter 
RANCHIRES17DEL02 ,27,4.7,2,scooter 
JAPRES04DEL02 ,35,4.8,2,electric_scooter 
PUNERES06DEL02 ,24,4.8,1,motorcycle 
BHPRES11DEL03 ,25,4.9,0,motorcycle 
PUNERES09DEL01 ,28,4.8,1,motorcycle 
JAPRES06DEL02 ,35,4.9,2,scooter 
CHENRES18DEL03 ,31,4.9,0,motorcycle 
BANGRES17DEL03 ,31,4.8,2,scooter 
GOARES19DEL02 ,24,4.7,2,scooter 
MUMRES15DEL02 ,33,5.0,2,scooter 
BHPRES04DEL01 ,39,4.6,1,scooter 
KNPRES19DEL03 ,37,4.5,0,motorcycle 
KOLRES04DEL01 ,29,4.8,1,scooter 
RANCHIRES20DEL01 ,29,5.0,1,motorcycle 
KOLRES12DEL01 ,30,4.8,2,electric_scooter 
COIMBRES06DEL03 ,23,5.0,2,scooter 
LUDHRES08DEL01 ,36,4.5,1,motorcycle 
HYDRES010DEL03 ,38,4.9,1,motorcycle 
BHPRES14DEL03 ,32,4.7,2,scooter 
MYSRES20DEL02 ,35,4.8,2,scooter 
CHENRES18DEL01 ,27,4.6,0,motorcycle 
BANGRES14DEL01 ,23,5.0,2,electric_scooter 
COIMBRES04DEL02 ,37,4.2,2,scooter 
CHENRES09DEL03 ,36,4.9,0,motorcycle 
AGRRES02DEL02 ,32,4.9,1,motorcycle 
RANCHIRES09DEL03 ,38,4.8,2,motorcycle 
ALHRES010DEL02 ,27,5.0,2,scooter 
HYDRES06DEL01 ,31,4.4,0,motorcycle 
HYDRES20DEL02 ,21,4.2,0,motorcycle 
COIMBRES07DEL02 ,20,4.9,0,motorcycle 
CHENRES18DEL02 ,27,4.7,0,motorcycle 
AURGRES01DEL02 ,35,4.1,0,motorcycle 
MYSRES02DEL01 ,31,4.8,1,scooter 
DEHRES02DEL01 ,33,4.8,2,scooter 
JAPRES15DEL01 ,23,5.0,2,scooter 
VADRES12DEL01 ,29,4.7,1,motorcycle 
AURGRES13DEL02 ,30,5.0,2,scooter 
HYDRES11DEL02 ,39,4.9,0,motorcycle 
VADRES20DEL02 ,36,4.8,1,motorcycle 
SURRES11DEL02 ,30,4.8,1,motorcycle 
CHENRES17DEL02 ,33,4.7,0,motorcycle 
BANGRES11DEL02 ,25,4.8,1,motorcycle 
LUDHRES13DEL03 ,26,4.7,1,motorcycle 
VADRES010DEL01 ,30,5.0,2,scooter 
GOARES07DEL02 ,37,4.7,0,motorcycle 
DEHRES14DEL02 ,39,4.7,0,motorcycle 
INDORES14DEL02 ,21,4.9,2,motorcycle 
JAPRES010DEL01 ,38,4.9,2,scooter 
AGRRES04DEL02 ,35,4.9,0,motorcycle 
VADRES09DEL03 ,39,4.9,2,scooter 
CHENRES010DEL03 ,39,4.2,2,scooter 
AGRRES09DEL03 ,32,4.0,0,motorcycle 
VADRES01DEL02 ,30,4.4,2,scooter 
RANCHIRES06DEL01 ,20,4.5,0,motorcycle 
DEHRES12DEL03 ,28,4.6,2,scooter 
AURGRES01DEL01 ,26,4.6,1,motorcycle 
ALHRES18DEL02 ,31,4.3,0,motorcycle 
GOARES20DEL01 ,27,4.6,0,motorcycle 
MUMRES11DEL02 ,32,5.0,1,scooter 
SURRES06DEL01 ,34,5.0,1,motorcycle 
PUNERES07DEL02 ,37,4.7,2,scooter 
COIMBRES010DEL03 ,21,4.9,2,scooter 
VADRES04DEL02 ,23,4.8,1,motorcycle 
COIMBRES06DEL01 ,22,4.9,1,motorcycle 
JAPRES05DEL03 ,32,4.6,0,motorcycle 
GOARES17DEL03 ,36,4.9,1,motorcycle 
PUNERES06DEL03 ,21,4.9,1,motorcycle 
VADRES19DEL01 ,36,4.9,0,motorcycle 
BHPRES07DEL02 ,36,4.6,1,scooter 
RANCHIRES05DEL01 ,27,4.5,0,motorcycle 
KOLRES17DEL02 ,37,4.8,2,electric_scooter 
INDORES18DEL01 ,21,4.7,2,scooter 
BHPRES08DEL01 ,27,4.8,1,motorcycle 
RANCHIRES16DEL03 ,32,4.1,0,motorcycle 
RANCHIRES09DEL01 ,25,5.0,1,motorcycle 
PUNERES02DEL02 ,33,4.9,2,motorcycle 
HYDRES11DEL01 ,31,4.7,1,motorcycle 
CHENRES12DEL02 ,29,4.5,0,motorcycle 
HYDRES09DEL03 ,34,4.5,2,electric_scooter 
PUNERES08DEL03 ,36,4.2,0,motorcycle 
LUDHRES08DEL03 ,25,4.6,2,scooter 
BHPRES19DEL02 ,27,4.8,1,scooter 
CHENRES04DEL03 ,33,4.7,2,scooter 
JAPRES12DEL03 ,28,4.9,2,motorcycle 
INDORES13DEL02 ,25,4.2,0,motorcycle 
HYDRES16DEL02 ,36,4.7,2,motorcycle 
COIMBRES01DEL01 ,39,4.9,2,scooter 
KOCRES09DEL03 ,34,4.7,1,motorcycle 
ALHRES20DEL02 ,33,4.8,1,scooter 
MYSRES08DEL02 ,31,4.6,0,motorcycle 
JAPRES05DEL02 ,29,4.7,1,scooter 
SURRES02DEL01 ,32,3.8,2,motorcycle 
PUNERES15DEL02 ,29,4.0,0,motorcycle 
RANCHIRES18DEL02 ,24,5.0,2,motorcycle 
INDORES05DEL01 ,39,4.7,2,electric_scooter 
HYDRES12DEL02 ,20,4.9,0,motorcycle 
JAPRES11DEL03 ,31,4.6,2,motorcycle 
MUMRES06DEL01 ,22,4.9,0,motorcycle 
RANCHIRES08DEL01 ,34,4.8,2,motorcycle 
BHPRES05DEL01 ,25,4.8,0,motorcycle 
VADRES20DEL03 ,35,4.8,1,motorcycle 
SURRES06DEL02 ,20,4.9,0,motorcycle 
AGRRES16DEL01 ,38,3.8,1,motorcycle 
MYSRES04DEL01 ,29,4.7,2,motorcycle 
MUMRES20DEL01 ,27,4.4,0,motorcycle 
BANGRES07DEL02 ,38,4.8,2,electric_scooter 
BANGRES18DEL03 ,35,4.6,0,motorcycle 
RANCHIRES13DEL02 ,33,4.6,1,motorcycle 
COIMBRES06DEL02 ,29,4.9,2,motorcycle 
LUDHRES12DEL02 ,32,4.9,1,scooter 
